weibo_id,user_name,publish_time,cleaned_text,sentiment_label
5247770564755667,优美白菜爱探索,Thu Dec 25 16:20:23 +0800 2025,这就说明了，谁强听谁的，贾国龙到现在才真的明白了什么才是真的强！,消极
5247731653149636,对此我也只能呵呵了,Thu Dec 25 14:35:27 +0800 2025,太心疼了，为了让他睡个好觉，以后都不吃西贝了,消极
5247821093801380,温柔_可爱_大方8,Thu Dec 25 19:19:32 +0800 2025,西贝诚意改错，行业楷模，消费者信心重振。,积极
5248096733761418,财高啊高,Fri Dec 26 17:16:02 +0800 2025,太谦虚了吧，已经很成功了,积极
5247786316729127,随和的laurali,Fri Dec 26 09:27:29 +0800 2025,以前我去西贝也压根不在意它们的价格的。上周带小孩去店里吃饭，点餐时认真看一下，才发觉它家菜品的定价是真的贵，不是一点点贵。一小锅莜莜面要卖四十多，里面只加番茄酱和小量小番茄等…作为汤底来煮的面，一条肉丝也没有。消费者不傻的，心里都会一把称。值不值钱包会去投票,消极
5247785926658002,C-熟年冰美式,Thu Dec 25 18:27:31 +0800 2025,哎这么多预制菜,消极
5247731653149636,用户7718395503,Thu Dec 25 14:42:50 +0800 2025,又开始营销了,消极
5247775948408371,关山城,Thu Dec 25 16:26:42 +0800 2025,一些老登有什么特点：固执已见、不容批评、点火就着、自以为是，从来不认真反思，在登路上越走越远。,消极
5247785926658002,房子里的那些事儿,Thu Dec 25 17:10:02 +0800 2025,西贝莜面村就餐环境不错,积极
5247742303539214,蓝猫袋子,Thu Dec 25 18:53:08 +0800 2025,幽默,消极
5247751215385845,laoyangabc136,Thu Dec 25 17:42:33 +0800 2025,连锁餐饮中，西贝其实不错，就是有点儿小贵，看了他的反思后，平添好感，老头儿不容易。,积极
5247755136271481,郄诜丹桂1974锦鲤附体,Thu Dec 25 14:57:09 +0800 2025,关键没有如果，也不会重来,消极
5247774057828236,福英的幸福杂货铺,Thu Dec 25 19:17:05 +0800 2025,群众的眼睛是雪亮的。,消极
5247759722741925,情枫芸,Thu Dec 25 15:16:32 +0800 2025,下午好拜访好友微博。,积极
5248433776757269,波呐呐的香蕉,Sat Dec 27 12:46:20 +0800 2025,确实太让人觉得还是应该用心吧,消极
5247737916031167,银河系二级摸鱼运动员,Thu Dec 25 14:06:43 +0800 2025,到现在也没觉得自己产品有问题啊,消极
5247737916031167,超级大西瓜al,Thu Dec 25 14:02:21 +0800 2025,编好词了,消极
5247757474334944,HFVWB,Thu Dec 25 16:37:11 +0800 2025,西贝的品质本身没问题，是不懂互联网怎么玩，这教训太大了，差点就弄死了。,积极
5247849924659709,原地转圈的轱辘,Fri Dec 26 14:50:24 +0800 2025,他们不吃更好，等菜时间更少了,积极
5247771649248378,仲舍余,Thu Dec 25 16:10:15 +0800 2025,贾国龙的转变，不仅关乎西贝的存亡，更是为中国餐饮界树立了一个主动面对问题，勇于调整策略的标杆。,积极
5247777585500107,梦舞天涯A,Fri Dec 26 19:54:56 +0800 2025,希望食品安全能有所进步，利于消费者,积极
5247843590740127,海那个角,Thu Dec 25 20:58:47 +0800 2025,古人说骄傲使人落后,消极
5247755136271481,小羊星巴乐Z,Thu Dec 25 14:58:01 +0800 2025,是啊,消极
5248433776757269,波呐呐的香蕉,Sat Dec 27 12:46:38 +0800 2025,因为很多预制菜还是小朋友要入口的,消极
5248433776757269,上游新闻,Sat Dec 27 12:39:40 +0800 2025,贾国龙的40天失眠，是给所有餐饮企业的一记警钟，任何试图用话术蒙蔽公众、用强硬态度压制质疑的做法，最终都将反噬自身，用真诚和透明重新获取消费者的信任，才是让企业掌舵人安心入睡的良方。,消极
5247742303539214,逆光_2021,Thu Dec 25 17:49:24 +0800 2025,他不是知道错了，而是准备换一种更隐蔽的方式骗顾客,消极
5247737916031167,光锥之外9890,Thu Dec 25 19:26:49 +0800 2025,几个月了，他还不知道自己的问题是什么！,消极
5247874515340833,黄斌,Thu Dec 25 22:57:36 +0800 2025,老企业家碰到了新问题。做了一辈子企业，谁能想到被一个自称“企业家”的网络老流氓资深精神病碰瓷，贾第一反应当然就是杠回去，还很天真地试图打官司讨个公道。后来发现网络不是这么玩的，马上敢于认怂，这才是真汉子。干公司做一家倒一家的，一辈子也理解不了这个。,积极
5247763965280815,网络醉江南,Thu Dec 25 15:55:46 +0800 2025,知道错了,消极
5247756369396014,在跟空气斗智斗勇,Thu Dec 25 17:01:46 +0800 2025,又出来了？,消极
5247786316729127,原子废铁龙,Thu Dec 25 21:12:04 +0800 2025,这种🐶资本家不值得同情,消极
5247828499892059,白杨泰勒2,Fri Dec 26 04:43:15 +0800 2025,罗太君也是看准了西贝的公关不咋地这一软肋吧。死坏死坏的,消极
5248096733761418,四海亦家H,Fri Dec 26 17:33:29 +0800 2025,话题成功的营销者，生意的失败者。,消极
5247756614762686,廖寥寥无几丶,Thu Dec 25 16:05:05 +0800 2025,深圳上海西贝的价格相对别的店算便宜，我去深圳吃个面都26块钱,积极
5247843590740127,一贝糖湾,Thu Dec 25 20:57:51 +0800 2025,那就用产品证明吧，现在也不知道怎么说？,积极
5247882819011886,陈东阳-避坑规划师,Fri Dec 26 07:15:55 +0800 2025,这家的老板以后会不会被癌症患者找上门？,消极
5247773952705288,小钊妹妹,Thu Dec 25 21:53:53 +0800 2025,现在这些菜你们都知道是预制菜了，我们得弄点新的装现炒,消极
5247755136271481,逝水流年8l,Thu Dec 25 14:57:31 +0800 2025,确实是这样的,消极
5247785926658002,风云独揽,Thu Dec 25 17:30:30 +0800 2025,看了他的近况，一言难尽,消极
5247724267766802,AscentVeil,Thu Dec 25 14:38:11 +0800 2025,爱花新鲜蔬菜的两倍价格吃冷冻菜的这辈子有了，头一次听说冷冻菜比新鲜蔬菜还要好,消极
5248394100475660,西西厮福,Sun Dec 28 14:56:19 +0800 2025,说得好，但西贝没有起到领军企业的作用，坚守科学底线，而是与民粹同流合污，踩添加剂和预制菜，遭到反噬，送句活该吧。希望能吸取教训，真正站到人民一边。,消极
5247828499892059,mobile_watcher,Thu Dec 25 19:58:11 +0800 2025,当做没看见就完了。罗太君成了老赖，被限高。罗太君应该是还债还的差不多了，可以坐飞机了，罗太君的重点是放在这上面。刚开始没有一个人说西贝怎么样。都是在祝贺罗太君。贾国龙自己把脸伸过去让罗太君打哈哈。,消极
5247735268906544,约牛-张美琪顾问,Thu Dec 25 13:57:29 +0800 2025,6666,消极
5247777585500107,看我胡说八道,Fri Dec 26 14:39:29 +0800 2025,其实大多数网友们还是挺宽容的,积极
5248089395037152,jklm2025,Fri Dec 26 13:27:00 +0800 2025,他不是知道错了 是疼了 这个年纪的人 那股子傲慢是去不掉的 这是命,消极
5247727168652790,linlinlinlinlin071511,Thu Dec 25 16:59:44 +0800 2025,没救了，还是不知道错在哪里了,消极
5247874515340833,塞牙皮卡丘,Fri Dec 26 20:21:53 +0800 2025,反省的是为什么一句话就亏麻了，而不是味道匹配不上价格还有PUA员工,消极
5247849924659709,Summertime2025,Thu Dec 25 23:22:37 +0800 2025,本来的事,消极
5247727168652790,鄢敏,Thu Dec 25 13:52:07 +0800 2025,这家永远拉黑了~~~,消极
5247756369396014,非著名影视策划,Thu Dec 25 15:02:26 +0800 2025,你的错误在于用了华与华,消极
5247932082161032,东吴士大夫,Fri Dec 26 02:39:47 +0800 2025,贾国龙的认错，是对自己和顾客负责的态度。,积极
5247751215385845,西街偏南,Thu Dec 25 14:47:43 +0800 2025,“硬刚”的意思还是你对人家错啊…,消极
5247755136271481,JGD勤,Thu Dec 25 15:32:49 +0800 2025,确实如此，坦然面对加改进更容易让人接受,消极
5247777585500107,博学愉悦醉清纯,Thu Dec 25 21:30:50 +0800 2025,西贝预制菜事件的关键信息,消极
5247773952705288,芋泥酸梅汤,Thu Dec 25 17:42:08 +0800 2025,老罗前一阵说的录音啥的没信了？,消极
5247765969896964,想吃抹茶味冰淇淋,Thu Dec 25 17:31:06 +0800 2025,需要餐具娱乐,消极
5247776116185673,玄通古针周新建先生入室弟子,Thu Dec 25 16:21:15 +0800 2025,面对挫折，勇于反思，值得肯定！,积极
5248065652916772,快递猿肘击理法狮,Fri Dec 26 11:31:43 +0800 2025,早知如此，何必当初,消极
5247843590740127,Cyndi大眠,Thu Dec 25 21:01:34 +0800 2025,食品安全最重要,消极
5247751215385845,___LaoK___,Thu Dec 25 19:37:10 +0800 2025,愚昧的人还是多数。天天吃着预制菜还以为都是新鲜先做，可笑的不行。真要那样不可能人人吃的起。就算现做，有多少食材也是预制。跟着高力棒子走，一天比一天傻。怎么没人去看看项立刚揭露棒子的帖子呢，看看他十年前是怎么反动的。,消极
5247775948408371,开庭啦梁律师,Thu Dec 25 20:33:36 +0800 2025,这老片子现在都不知道错在哪里,消极
5247757695847605,评论罗伯特,Thu Dec 25 15:08:32 +0800 2025,贾总的决策体现了企业家的责任感和长远眼光。在困难时期优先保障员工权益，不仅能稳定团队，还能提升员工士气和技能，为未来的复苏打下坚实基础。这样的企业文化和管理理念值得称赞！,积极
5248394100475660,艺术与科学的认识,Sat Dec 27 09:45:44 +0800 2025,20多元一个的馒头！！！,消极
5247764459947945,用户6831068808,Fri Dec 26 05:22:36 +0800 2025,转发,消极
5247932082161032,西安大学故事,Fri Dec 26 02:39:59 +0800 2025,贾国龙的坦诚令人感动，他不仅认错，更展现了企业应有的责任感和担当。,积极
5247777615382722,卍-23,Thu Dec 25 16:28:13 +0800 2025,真的了解了,消极
5247874515340833,云起998,Fri Dec 26 08:25:58 +0800 2025,不要同人家杠，比如一天有个人到我邻居家乱骂乱碰，我邻居是警察，不认识她，估计是脑子有病的，同她吵了一阵，后来就算了，有一次旁边有人喝醉了，闹事，老板聪明，好声好气，后来喝醉的人走了，你同这些人杠，说明你不大度，比如打车常碰到司机生气，什么才这点钱，你还要求开空调，还开多几十米,积极
5247765969896964,迪恩DDND,Thu Dec 25 15:53:12 +0800 2025,大明宫娱乐！,积极
5248433776757269,山城小妞199908,Sat Dec 27 12:26:17 +0800 2025,价格也不算便宜,消极
5247777615382722,苟富贵好几遍v,Thu Dec 25 16:28:46 +0800 2025,感谢分享，了解一下,消极
5247737916031167,股市晴雨表Y,Thu Dec 25 16:38:04 +0800 2025,西兰花存的越久越贵，因为要交冷冻费,消极
5248380611858727,沈北大白兔,Sat Dec 27 19:43:05 +0800 2025,预制！判刑！,消极
5247756614762686,锦瑟之徒,Thu Dec 25 15:18:01 +0800 2025,难道不是预制菜，价格，菜品品质，营销策略的问题吗，自己接不住流量。,消极
5247775333684769,被迫达成共识,Thu Dec 25 16:22:50 +0800 2025,最近去吃了一次，其实还真不贵，虽然味道中规中矩，但是小孩喜欢,积极
5247751215385845,远去的河流2024,Thu Dec 25 14:52:27 +0800 2025,我投给了“会，依然是首选”~,积极
5248394100475660,威士忌斯基,Sat Dec 27 11:36:31 +0800 2025,前两天又外卖吃了一顿西贝烤串，好吃,积极
5247745187120648,姜饼小熊7,Sat Dec 27 21:49:06 +0800 2025,了解,积极
5247805493084602,小Ming_QAQ,Thu Dec 25 21:01:11 +0800 2025,有错误及时改正挺好的，看看以后的发展吧,积极
5247757545640374,谷雨爹地,Thu Dec 25 15:45:56 +0800 2025,来了,积极
5247932082161032,Fiee金城岸,Fri Dec 26 02:39:49 +0800 2025,贾国龙自省，向所有人道歉，生活不易，需学会宽恕自己。,积极
5247756369396014,陈翻车鱼,Thu Dec 25 18:10:21 +0800 2025,看来还没认识到错在哪,消极
5247737916031167,阴霾与梦魇,Thu Dec 25 20:02:03 +0800 2025,他甚至不知道错在哪里……,消极
5248400016541078,Bai-lu,Sat Dec 27 10:44:47 +0800 2025,西贝挺好的，就支持西贝，喜欢西贝，西贝的食品安全管控就是行业标杆！,积极
5247777585500107,今天冬至你吃饺子了吗,Sat Dec 27 08:58:17 +0800 2025,很好,积极
5247777615382722,比谁书,Thu Dec 25 16:28:26 +0800 2025,以后会引以为鉴，也希望会更好,积极
5247874515340833,武-Valor,Thu Dec 25 22:56:47 +0800 2025,所以说，成年之后遇到和愣头青那些纠纷争吵，赶紧走人。不然真的会被他们给一刹那,积极
5247771649248378,小懒超级棒,Thu Dec 25 16:09:07 +0800 2025,大家多多支持,积极
5247756614762686,就像我就像你,Thu Dec 25 15:49:28 +0800 2025,把那条发中国斩杀线的删了干嘛，想吃流量又怕被骂？你多发，我多帮你上头条投流,消极
5247756614762686,清浅白石浣纱明月,Thu Dec 25 15:34:32 +0800 2025,你看开放厨房他觉得错了，从来不觉得违反食品安全有错,消极
5247742303539214,李的望舒,Thu Dec 25 16:46:02 +0800 2025,不是知道错了 是自己要没生意了,消极
5247731653149636,极目新闻,Thu Dec 25 13:34:16 +0800 2025,近四十年的创业过程里，贾国龙从未遇上如此汹涌的舆情。采访过程中，他很在意自己的动作和神态会不会被恶意模仿，更在意网络人身攻击。,消极
5247742303539214,用户7739962904,Thu Dec 25 17:59:27 +0800 2025,早点倒闭，为市场诚信树立反面案例。,消极
5247763965280815,雪鹿宝宝,Thu Dec 25 15:32:35 +0800 2025,下午好，我来啦,积极
5247853917375583,谢佩托夫卡的小白桦林,Thu Dec 25 21:52:49 +0800 2025,赚钱嘛，不寒碜，不就是把预制菜卖出先炒菜的价格，无商不奸,消极
5247756369396014,WJ7928,Thu Dec 25 17:46:18 +0800 2025,人狂没好事,消极
5247849924659709,CN-晴天,Fri Dec 26 03:49:12 +0800 2025,罗老师很能赚钱但他骨子里应该是和我一样的穷人,消极
5247853917375583,新游牧民,Thu Dec 25 22:01:43 +0800 2025,还去消费就是脑子有问题,消极
5247773952705288,齐使者高陵君,Thu Dec 25 16:49:40 +0800 2025,过了一百天还要跳出来给自己盖棺定论啊,消极
5247805493084602,清风拂柳幕染轻纱,Thu Dec 25 19:47:15 +0800 2025,表示就先看看,积极
5247812105143143,蓝色忧郁4656,Thu Dec 25 19:09:07 +0800 2025,透明化，才能获得消费者的信任,消极
